3992.50870	0.01945
3988.65120	0.01947
3984.79371	0.01951
3980.93621	0.01955
3977.07871	0.01957
3973.22122	0.01958
3969.36372	0.01960
3965.50623	0.01965
3961.64873	0.01972
3957.79123	0.01978
3953.93374	0.01981
3950.07624	0.01982
3946.21874	0.01982
3942.36125	0.01984
3938.50375	0.01985
3934.64625	0.01984
3930.78876	0.01987
3926.93126	0.01990
3923.07377	0.01991
3919.21627	0.01997
3915.35877	0.02005
3911.50128	0.02003
3907.64378	0.02000
3903.78628	0.02007
3899.92879	0.02018
3896.07129	0.02020
3892.21380	0.02017
3888.35630	0.02016
3884.49880	0.02017
3880.64131	0.02020
3876.78381	0.02025
3872.92631	0.02032
3869.06882	0.02037
3865.21132	0.02040
3861.35382	0.02042
3857.49633	0.02044
3853.63883	0.02050
3849.78134	0.02054
3845.92384	0.02052
3842.06634	0.02053
3838.20885	0.02057
3834.35135	0.02059
3830.49385	0.02059
3826.63636	0.02061
3822.77886	0.02074
3818.92137	0.02092
3815.06387	0.02093
3811.20637	0.02080
3807.34888	0.02075
3803.49138	0.02084
3799.63388	0.02090
3795.77639	0.02087
3791.91889	0.02084
3788.06139	0.02087
3784.20390	0.02094
3780.34640	0.02101
3776.48891	0.02104
3772.63141	0.02105
3768.77391	0.02107
3764.91642	0.02107
3761.05892	0.02106
3757.20142	0.02111
3753.34393	0.02120
3749.48643	0.02127
3745.62893	0.02132
3741.77144	0.02128
3737.91394	0.02121
3734.05645	0.02125
3730.19895	0.02136
3726.34145	0.02140
3722.48396	0.02141
3718.62646	0.02143
3714.76896	0.02149
3710.91147	0.02152
3707.05397	0.02149
3703.19648	0.02148
3699.33898	0.02153
3695.48148	0.02158
3691.62399	0.02165
3687.76649	0.02170
3683.90899	0.02170
3680.05150	0.02172
3676.19400	0.02183
3672.33650	0.02194
3668.47901	0.02196
3664.62151	0.02190
3660.76402	0.02186
3656.90652	0.02188
3653.04902	0.02200
3649.19153	0.02214
3645.33403	0.02218
3641.47653	0.02215
3637.61904	0.02213
3633.76154	0.02214
3629.90404	0.02222
3626.04655	0.02230
3622.18905	0.02231
3618.33156	0.02234
3614.47406	0.02244
3610.61656	0.02252
3606.75907	0.02252
3602.90157	0.02250
3599.04407	0.02251
3595.18658	0.02256
3591.32908	0.02264
3587.47159	0.02270
3583.61409	0.02271
3579.75659	0.02272
3575.89910	0.02276
3572.04160	0.02283
3568.18410	0.02293
3564.32661	0.02298
3560.46911	0.02294
3556.61161	0.02292
3552.75412	0.02299
3548.89662	0.02310
3545.03913	0.02315
3541.18163	0.02319
3537.32413	0.02324
3533.46664	0.02330
3529.60914	0.02332
3525.75164	0.02331
3521.89415	0.02333
3518.03665	0.02339
3514.17916	0.02345
3510.32166	0.02351
3506.46416	0.02354
3502.60667	0.02353
3498.74917	0.02353
3494.89167	0.02357
3491.03418	0.02364
3487.17668	0.02370
3483.31918	0.02376
3479.46169	0.02384
3475.60419	0.02391
3471.74670	0.02394
3467.88920	0.02396
3464.03170	0.02401
3460.17421	0.02407
3456.31671	0.02413
3452.45921	0.02419
3448.60172	0.02427
3444.74422	0.02430
3440.88672	0.02429
3437.02923	0.02428
3433.17173	0.02433
3429.31424	0.02441
3425.45674	0.02448
3421.59924	0.02454
3417.74175	0.02457
3413.88425	0.02458
3410.02675	0.02461
3406.16926	0.02465
3402.31176	0.02463
3398.45427	0.02462
3394.59677	0.02467
3390.73927	0.02480
3386.88178	0.02495
3383.02428	0.02504
3379.16678	0.02504
3375.30929	0.02500
3371.45179	0.02499
3367.59429	0.02504
3363.73680	0.02512
3359.87930	0.02520
3356.02181	0.02522
3352.16431	0.02521
3348.30681	0.02522
3344.44932	0.02527
3340.59182	0.02534
3336.73432	0.02544
3332.87683	0.02553
3329.01933	0.02557
3325.16184	0.02560
3321.30434	0.02562
3317.44684	0.02564
3313.58935	0.02567
3309.73185	0.02569
3305.87435	0.02571
3302.01686	0.02574
3298.15936	0.02577
3294.30186	0.02582
3290.44437	0.02591
3286.58687	0.02602
3282.72938	0.02607
3278.87188	0.02606
3275.01438	0.02606
3271.15689	0.02612
3267.29939	0.02622
3263.44189	0.02628
3259.58440	0.02630
3255.72690	0.02634
3251.86940	0.02637
3248.01191	0.02637
3244.15441	0.02640
3240.29692	0.02646
3236.43942	0.02652
3232.58192	0.02655
3228.72443	0.02659
3224.86693	0.02663
3221.00943	0.02668
3217.15194	0.02676
3213.29444	0.02683
3209.43695	0.02686
3205.57945	0.02689
3201.72195	0.02697
3197.86446	0.02706
3194.00696	0.02709
3190.14946	0.02706
3186.29197	0.02706
3182.43447	0.02712
3178.57697	0.02720
3174.71948	0.02728
3170.86198	0.02736
3167.00449	0.02742
3163.14699	0.02744
3159.28949	0.02743
3155.43200	0.02741
3151.57450	0.02742
3147.71700	0.02744
3143.85951	0.02749
3140.00201	0.02753
3136.14451	0.02758
3132.28702	0.02764
3128.42952	0.02767
3124.57203	0.02766
3120.71453	0.02766
3116.85703	0.02773
3112.99954	0.02783
3109.14204	0.02793
3105.28454	0.02801
3101.42705	0.02803
3097.56955	0.02804
3093.71206	0.02806
3089.85456	0.02809
3085.99706	0.02813
3082.13957	0.02817
3078.28207	0.02821
3074.42457	0.02828
3070.56708	0.02834
3066.70958	0.02840
3062.85208	0.02848
3058.99459	0.02853
3055.13709	0.02853
3051.27960	0.02851
3047.42210	0.02852
3043.56460	0.02855
3039.70711	0.02861
3035.84961	0.02868
3031.99211	0.02879
3028.13462	0.02892
3024.27712	0.02898
3020.41963	0.02894
3016.56213	0.02887
3012.70463	0.02888
3008.84714	0.02897
3004.98964	0.02904
3001.13214	0.02906
2997.27465	0.02907
2993.41715	0.02911
2989.55965	0.02917
2985.70216	0.02923
2981.84466	0.02927
2977.98717	0.02934
2974.12967	0.02944
2970.27217	0.02958
2966.41468	0.02972
2962.55718	0.02986
2958.69968	0.02998
2954.84219	0.03010
2950.98469	0.03021
2947.12719	0.03029
2943.26970	0.03038
2939.41220	0.03051
2935.55471	0.03064
2931.69721	0.03074
2927.83971	0.03086
2923.98222	0.03096
2920.12472	0.03100
2916.26722	0.03106
2912.40973	0.03123
2908.55223	0.03142
2904.69474	0.03151
2900.83724	0.03153
2896.97974	0.03155
2893.12225	0.03159
2889.26475	0.03161
2885.40725	0.03160
2881.54976	0.03162
2877.69226	0.03170
2873.83476	0.03179
2869.97727	0.03185
2866.11977	0.03188
2862.26228	0.03194
2858.40478	0.03205
2854.54728	0.03216
2850.68979	0.03221
2846.83229	0.03225
2842.97479	0.03230
2839.11730	0.03229
2835.25980	0.03227
2831.40231	0.03228
2827.54481	0.03231
2823.68731	0.03231
2819.82982	0.03232
2815.97232	0.03236
2812.11482	0.03241
2808.25733	0.03247
2804.39983	0.03252
2800.54233	0.03255
2796.68484	0.03256
2792.82734	0.03257
2788.96985	0.03262
2785.11235	0.03268
2781.25485	0.03274
2777.39736	0.03278
2773.53986	0.03282
2769.68236	0.03287
2765.82487	0.03295
2761.96737	0.03302
2758.10987	0.03306
2754.25238	0.03307
2750.39488	0.03309
2746.53739	0.03312
2742.67989	0.03317
2738.82239	0.03324
2734.96490	0.03333
2731.10740	0.03342
2727.24990	0.03349
2723.39241	0.03355
2719.53491	0.03361
2715.67742	0.03368
2711.81992	0.03375
