3.19968	4.12E-4
3.20575	4.463E-4
3.21186	4.12E-4
3.21798	4.12E-4
3.22413	4.12E-4
3.2303	3.777E-4
3.2365	4.12E-4
3.24656	4.463E-4
3.25282	5.15E-4
3.25881	3.777E-4
3.26442	3.777E-4
3.27032	3.777E-4
3.27625	3.777E-4
3.28219	4.463E-4
3.28816	4.12E-4
3.29409	3.777E-4
3.30044	4.807E-4
3.30647	4.463E-4
3.31253	4.807E-4
3.31861	4.463E-4
3.32495	4.807E-4
3.33069	4.807E-4
3.33645	3.777E-4
3.34223	3.777E-4
3.34803	3.09E-4
3.35385	3.433E-4
3.35969	4.463E-4
3.36556	4.807E-4
3.37144	4.807E-4
3.37734	4.807E-4
3.38325	4.807E-4
3.38948	5.15E-4
3.39544	6.87E-5
3.40144	-8.926E-4
3.40709	-0.00268
3.41277	-0.00257
3.41846	-0.00381
3.42417	-0.0047
3.4299	-0.00518
3.43585	-0.00515
3.44208	-0.0045
3.44829	-0.00498
3.45435	-0.00398
3.46064	-0.00312
3.46696	-0.00282
3.4733	-0.00254
3.47966	-0.0024
3.48604	-0.00182
3.49165	-0.00124
3.49728	-0.00124
3.50292	-0.0013
3.50858	-7.553E-4
3.51442	-7.896E-4
3.52059	-4.807E-4
3.52679	-1.373E-4
3.533	0
3.53924	0
3.54549	1.717E-4
3.55177	1.717E-4
3.55806	3.09E-4
3.56407	2.747E-4
3.57009	2.747E-4
3.57603	3.777E-4
3.58241	2.747E-4
3.58802	3.433E-4
3.59365	5.15E-4
3.59929	5.836E-4
3.60518	5.493E-4
3.61135	4.807E-4
3.61754	3.777E-4
3.62375	3.09E-4
3.63001	4.463E-4
3.63596	4.12E-4
3.64191	4.807E-4
3.64817	3.777E-4
3.65418	3.09E-4
3.66033	3.777E-4
3.66611	3.777E-4
3.67191	5.15E-4
3.67772	4.807E-4
3.68355	4.463E-4
3.6894	3.433E-4
3.69527	3.777E-4
3.70116	3.09E-4
3.70707	4.807E-4
3.71299	4.463E-4
3.71894	4.12E-4
3.72508	3.777E-4
3.7308	4.807E-4
3.73654	3.433E-4
3.7423	4.12E-4
3.74807	4.12E-4
3.75386	5.15E-4
3.75967	4.12E-4
3.7655	4.807E-4
3.77148	5.15E-4
3.7778	4.463E-4
3.78414	4.463E-4
3.7898	3.777E-4
3.79548	3.777E-4
